pmcid,pmid,doi,title,journal,publication_year,license,count,females_count,males_count,n_groups,healthy_count,patient_count,unknown_count
5737574,28981827.0,10.1093/scan/nsx088,Emotional intelligence is associated with connectivity within and between resting state networks,Soc Cogn Affect Neurosci,2017,http://creativecommons.org/licenses/by-nc/4.0/,54.0,28.0,26.0,1,54.0,,
4163434,25247197.0,10.1155/2014/960395,Altered Regional Homogeneity in Rolandic Epilepsy: A Resting-State fMRI Study,Biomed Res Int,2014,https://creativecommons.org/licenses/by/3.0/,20.0,,,1,,,20.0
7871792,32965801.0,10.1111/cns.13449,Altered amplitude of low‐frequency fluctuations and regional homogeneity in drug‐resistant epilepsy patients with vagal nerve stimulators under different current intensity,CNS Neurosci Ther,2020,http://creativecommons.org/licenses/by/4.0/,16.0,,,1,,16.0,
6492163,30511786.0,10.1002/hbm.24487,Telomere length as a predictor of emotional processing in the brain,Hum Brain Mapp,2018,http://creativecommons.org/licenses/by/4.0/,112.0,,,1,,,112.0
3280262,22355319.0,10.1371/journal.pone.0030613,Working Together May Be Better: Activation of Reward Centers during a Cooperative Maze Task,PLoS One,2012,http://creativecommons.org/licenses/by/4.0/,28.0,18.0,10.0,1,,,28.0
5516169,28295978.0,10.1002/hbm.23562,Entrepreneurial and parental love—are they the same?,Hum Brain Mapp,2017,http://creativecommons.org/licenses/by-nc-nd/4.0/,42.0,,,1,42.0,,
8457564,34516404.0,10.18632/aging.203510,Alternation of brain intrinsic activity in patients with hypertensive retinopathy: a resting-state fMRI study,Aging (Albany NY),2021,https://creativecommons.org/licenses/by/3.0/,62.0,30.0,32.0,2,31.0,31.0,
3359281,22404872.0,10.1186/1744-9081-8-13,The Influence of verbalization on the pattern of cortical activation during mental arithmetic,Behav Brain Funct,2012,http://creativecommons.org/licenses/by/2.0,42.0,21.0,21.0,1,42.0,,
8379545,33823040.0,10.1093/schbul/sbab025,Changes in Default-Mode Network Associated With Childhood Trauma in Schizophrenia,Schizophr Bull,2021,https://creativecommons.org/licenses/by-nc/4.0/,5.0,,,1,5.0,,
4480149,26161073.0,10.3389/fnbeh.2015.00169,Cognitive and neural strategies during control of the anterior cingulate cortex by fMRI neurofeedback in patients with schizophrenia,Front Behav Neurosci,2015,http://creativecommons.org/licenses/by/4.0/,22.0,,,2,11.0,11.0,
7933450,33679316.0,10.3389/fnins.2021.637877,Decoding Spatial Versus Non-spatial Processing in Auditory Working Memory,Front Neurosci,2021,http://creativecommons.org/licenses/by/4.0/,28.0,,,1,28.0,,
6303108,30547886.0,10.7554/eLife.32548,Offline replay supports planning in human reinforcement learning,eLife,2018,http://creativecommons.org/licenses/by/4.0/,2.0,,,1,,,2.0
7905591,33627197.0,10.1186/s40673-021-00132-6,Cerebellar transcranial direct current stimulation reconfigurates static and dynamic functional connectivity of the resting-state networks,Cerebellum Ataxias,2021,http://creativecommons.org/licenses/by/4.0/,12.0,3.0,9.0,1,12.0,,
3544542,23326294.0,10.1155/2012/934085,Partly Separated Activations in the Spatial Distribution between de-qi and Sharp Pain during Acupuncture Stimulation: An fMRI-Based Study,Evid Based Complement Alternat Med,2012,https://creativecommons.org/licenses/by/3.0/,50.0,25.0,25.0,1,50.0,,
2233815,18274617.0,10.1155/2007/90472,Autobiographical Memory Retrieval and Hippocampal Activation as a Function of Repetition and the Passage of Time,Neural Plast,2007,https://creativecommons.org/licenses/by/3.0/,12.0,,,1,,,12.0
4179761,25324713.0,10.3389/fnins.2014.00306,Sensitivity of human auditory cortex to rapid frequency modulation revealed by multivariate representational similarity analysis,Front Neurosci,2014,http://creativecommons.org/licenses/by/4.0/,16.0,8.0,8.0,1,16.0,,
4949629,26510167.0,10.1002/hbm.23044,Associations between polygenic risk for schizophrenia and brain function during probabilistic learning in healthy individuals,Hum Brain Mapp,2015,http://creativecommons.org/licenses/by/4.0/,83.0,,,1,83.0,,
5603705,28959201.0,10.3389/fnagi.2017.00297,"Altered Behavioral and Autonomic Pain Responses in Alzheimer’s Disease Are Associated with Dysfunctional Affective, Self-Reflective and Salience Network Resting-State Connectivity",Front Aging Neurosci,2017,http://creativecommons.org/licenses/by/4.0/,20.0,,,1,,,20.0
3458812,23049951.0,10.1371/journal.pone.0046108,The Brain’s Dorsal Route for Speech Represents Word Meaning: Evidence from Gesture,PLoS One,2012,http://creativecommons.org/licenses/by/4.0/,28.0,,,1,,,28.0
2671164,19396362.0,10.1371/journal.pone.0005359,Activation of the Left Inferior Frontal Gyrus in the First 200 ms of Reading: Evidence from Magnetoencephalography (MEG),PLoS One,2009,http://creativecommons.org/licenses/by/4.0/,10.0,4.0,6.0,1,,,10.0
2572212,18958210.0,10.3389/neuro.09.010.2008,Using Time-to-Contact Information to Assess Potential Collision Modulates Both Visual and Temporal Prediction Networks,Front Hum Neurosci,2008,http://www.frontiersin.org/licenseagreement,12.0,,,1,12.0,,
3160552,21494790.0,10.1007/s00213-011-2278-4,The D2 antagonist sulpiride modulates the neural processing of both rewarding and aversive stimuli in healthy volunteers,Psychopharmacology (Berl),2011,https://creativecommons.org/licenses/by-nc/4.0/,30.0,,,1,30.0,,
8851037,35185517.0,10.3389/fnagi.2021.781465,Altered Interplay Among Large-Scale Brain Functional Networks Modulates Multi-Domain Anosognosia in Early Alzheimer’s Disease,Front Aging Neurosci,2021,https://creativecommons.org/licenses/by/4.0/,53.0,,,1,,53.0,
3771919,24069318.0,10.1371/journal.pone.0074530,Abnormalities of Frontal-Parietal Resting-State Functional Connectivity Are Related to Disease Activity in Patients with Systemic Lupus Erythematosus,PLoS One,2013,http://creativecommons.org/licenses/by/4.0/,55.0,,,2,25.0,30.0,
8720190,34652882.0,10.1002/hbm.25686,Tormenting thoughts: The posterior cingulate sulcus of the default mode network regulates valence of thoughts and activity in the brain's pain network during music listening,Hum Brain Mapp,2021,https://creativecommons.org/licenses/by/4.0/,33.0,,,1,,,33.0
4937025,27458377.0,10.3389/fnagi.2016.00174,Disrupted Brain Functional Network Architecture in Chronic Tinnitus Patients,Front Aging Neurosci,2016,http://creativecommons.org/licenses/by/4.0/,46.0,,,2,22.0,24.0,
8752962,34793955.0,10.1016/j.neuroimage.2021.118734,A functional dissociation of the left frontal regions that contribute to single word production tasks,Neuroimage,2021,https://creativecommons.org/licenses/by/4.0/,84.0,,,1,,,84.0
2887789,20509977.0,10.1186/1744-8069-6-32,The val158met polymorphism of human catechol-O-methyltransferase (COMT) affects anterior cingulate cortex activation in response to painful laser stimulation,Mol Pain,2010,http://creativecommons.org/licenses/by/2.0,57.0,,,1,,,57.0
6225791,30450029.0,10.3389/fnins.2018.00797,Altered Brain Fraction Amplitude of Low Frequency Fluctuation at Resting State in Patients With Early Left and Right Bell’s Palsy: Do They Have Differences?,Front Neurosci,2018,http://creativecommons.org/licenses/by/4.0/,104.0,,,2,37.0,67.0,
4553368,26379604.0,10.3389/fpsyg.2015.01288,The duality of temporal encoding – the intrinsic and extrinsic representation of time,Front Psychol,2015,http://creativecommons.org/licenses/by/4.0/,15.0,12.0,3.0,1,15.0,,
4540566,26285212.0,10.1371/journal.pone.0136110,Facial Emotion Recognition in Parkinson's Disease: An fMRI Investigation,PLoS One,2015,http://creativecommons.org/licenses/by/4.0/,39.0,,,2,22.0,17.0,
6927995,31920497.0,10.3389/fnins.2019.01328,Genetic Taster Status as a Mediator of Neural Activity and Swallowing Mechanics in Healthy Adults,Front Neurosci,2019,http://creativecommons.org/licenses/by/4.0/,21.0,11.0,10.0,1,21.0,,
6284029,30555308.0,10.3389/fnbeh.2018.00288,Neural Correlates of Orthographic Access in Mandarin Chinese Writing: An fMRI Study of the Word-Frequency Effect,Front Behav Neurosci,2018,http://creativecommons.org/licenses/by/4.0/,34.0,16.0,18.0,1,,,34.0
7162893,32300214.0,10.1038/s41598-020-61440-1,The effect of optimistic expectancies on attention bias: Neural and behavioral correlates,Sci Rep,2020,http://creativecommons.org/licenses/by/4.0/,50.0,31.0,19.0,1,50.0,,
4422669,25946334.0,10.1371/journal.pone.0124141,Temporal Dynamics of Stress-Induced Alternations of Intrinsic Amygdala Connectivity and Neuroendocrine Levels,PLoS One,2015,http://creativecommons.org/licenses/by/4.0/,42.0,21.0,21.0,1,,,42.0
3584052,23460913.0,10.1371/journal.pone.0057896,Abnormal Brain Functional Connectivity of the Hypothalamus in Cluster Headaches,PLoS One,2013,http://creativecommons.org/licenses/by/4.0/,100.0,,,1,,100.0,
3725474,23908625.0,10.3389/fnhum.2013.00437,Self-Specific Stimuli Interact Differently than Non-Self-Specific Stimuli with Eyes-Open Versus Eyes-Closed Spontaneous Activity in Auditory Cortex,Front Hum Neurosci,2013,http://creativecommons.org/licenses/by/3.0/,18.0,15.0,3.0,1,,,18.0
8217547,34155240.0,10.1038/s41598-021-92199-8,Altered spontaneous activity in the frontal gyrus in dry eye: a resting-state functional MRI study,Sci Rep,2021,https://creativecommons.org/licenses/by/4.0/,56.0,,,2,28.0,28.0,
5226806,28116232.0,10.1016/j.nicl.2016.12.019,Changes in functional organization and white matter integrity in the connectome in Parkinson's disease,Neuroimage Clin,2016,http://creativecommons.org/licenses/by-nc-nd/4.0/,48.0,23.0,25.0,2,24.0,24.0,
3063163,21448274.0,10.1371/journal.pone.0017832,Extensive Cochleotopic Mapping of Human Auditory Cortical Fields Obtained with Phase-Encoding fMRI,PLoS One,2011,http://creativecommons.org/licenses/by/4.0/,10.0,4.0,6.0,1,10.0,,
7124138,32292326.0,10.3389/fnins.2020.00237,Predicting Long-Term After-Effects of Theta-Burst Stimulation on Supplementary Motor Network Through One-Session Response,Front Neurosci,2020,http://creativecommons.org/licenses/by/4.0/,38.0,,,1,38.0,,
7890238,33613205.0,10.3389/fnhum.2020.622637,Neural Correlates of Knee Extension and Flexion Force Control: A Kinetically-Instrumented Neuroimaging Study,Front Hum Neurosci,2020,http://creativecommons.org/licenses/by/4.0/,15.0,,,1,,,15.0
4511287,26221571.0,10.1002/brb3.346,Repetitive speech elicits widespread deactivation in the human cortex: the “Mantra” effect?,Brain Behav,2015,http://creativecommons.org/licenses/by/4.0/,23.0,,,1,,,23.0
7327301,32599553.0,10.1016/j.nicl.2020.102308,Sexual cues alter working memory performance and brain processing in men with compulsive sexual behavior,Neuroimage Clin,2020,http://creativecommons.org/licenses/by/4.0/,69.0,,,2,31.0,38.0,
6337053,30687052.0,10.3389/fnhum.2018.00539,"Decreased Intrinsic Functional Connectivity in First-Episode, Drug-Naive Adolescents With Generalized Anxiety Disorder",Front Hum Neurosci,2018,http://creativecommons.org/licenses/by/4.0/,64.0,,,2,28.0,36.0,
6182059,30344508.0,10.3389/fneur.2018.00838,Disrupted Coupling Between the Spontaneous Fluctuation and Functional Connectivity in Idiopathic Generalized Epilepsy,Front Neurol,2018,http://creativecommons.org/licenses/by/4.0/,120.0,63.0,57.0,2,60.0,60.0,
3381866,22430303.0,10.1038/ijo.2012.39,Acute stress potentiates brain response to milkshake as a function of body weight and chronic stress,Int J Obes (Lond),2012,http://www.nature.com/authors/editorial_policies/license.html#terms,14.0,,,1,,,14.0
7674924,33250836.0,10.3389/fneur.2020.01032,Preferentially Disrupted Core Hubs Within the Default-Mode Network in Patients With End-Stage Renal Disease: A Resting-State Functional Magnetic Resonance Imaging Study,Front Neurol,2020,http://creativecommons.org/licenses/by/4.0/,77.0,,,2,45.0,32.0,
4021128,24847285.0,10.3389/fpsyt.2014.00049,Posterior Midline Activation during Symptom Provocation in Acute Stress Disorder: An fMRI Study,Front Psychiatry,2014,http://creativecommons.org/licenses/by/3.0/,38.0,,,2,19.0,19.0,
6546813,31191275.0,10.3389/fnhum.2019.00168,Single-Trial EEG-fMRI Reveals the Generation Process of the Mismatch Negativity,Front Hum Neurosci,2019,http://creativecommons.org/licenses/by/4.0/,32.0,17.0,15.0,1,,,32.0
6043592,30002390.0,10.1038/s41598-018-28778-z,Resting-state fMRI study on drug-naive patients of essential tremor with and without head tremor,Sci Rep,2018,http://creativecommons.org/licenses/by/4.0/,84.0,,,2,31.0,53.0,
5383672,28439236.0,10.3389/fnhum.2017.00174,"Auditory, Visual and Audiovisual Speech Processing Streams in Superior Temporal Sulcus",Front Hum Neurosci,2017,http://creativecommons.org/licenses/by/4.0/,2.0,,,1,,,2.0
7794287,33420212.0,10.1038/s41598-020-80293-2,Static and dynamic functional connectivity supports the configuration of brain networks associated with creative cognition,Sci Rep,2021,http://creativecommons.org/licenses/by/4.0/,19.0,8.0,11.0,1,19.0,,
4526587,25720857.0,10.3758/s13415-015-0342-y,Lower dorsal striatum activation in association with neuroticism during the acceptance of unfair offers,Cogn Affect Behav Neurosci,2015,https://creativecommons.org/licenses/by/4.0/,120.0,,,1,,,120.0
3152719,21633873.0,10.1007/s00540-011-1173-9,Human brain activity associated with painful mechanical stimulation to muscle and bone,J Anesth,2011,,12.0,5.0,7.0,1,12.0,,
6563468,30865358.0,10.1002/hbm.24566,Neurochemical correlates of scene processing in the precuneus/posterior cingulate cortex: A multimodal fMRI and 1H‐MRS study,Hum Brain Mapp,2019,http://creativecommons.org/licenses/by/4.0/,40.0,,,1,40.0,,
6199304,30353097.0,10.1038/s41598-018-33715-1,Appreciation of different styles of humor: An fMRI study,Sci Rep,2018,http://creativecommons.org/licenses/by/4.0/,42.0,21.0,21.0,1,42.0,,
7572327,31049806.0,10.1007/s11682-019-00102-x,Limbic and cortical control of phonation for speech in response to a public speech preparation stressor,Brain Imaging Behav,2019,http://creativecommons.org/licenses/by/4.0/,13.0,,,1,13.0,,
5622337,28993739.0,10.3389/fpsyt.2017.00172,Increased Subjective Distaste and Altered Insula Activity to Umami Tastant in Patients with Bulimia Nervosa,Front Psychiatry,2017,http://creativecommons.org/licenses/by/4.0/,18.0,,,1,,,18.0
6007597,29529318.0,10.1093/scan/nsy016,Moderate social sensitivity in a risky context supports adaptive decision making in adolescence: evidence from brain and behavior,Soc Cogn Affect Neurosci,2018,http://creativecommons.org/licenses/by-nc/4.0/,35.0,61.0,-26.0,1,35.0,,
2892997,20589242.0,10.3389/fnhum.2010.00048,Striatal BOLD Response Reflects the Impact of Herd Information on Financial Decisions,Front Hum Neurosci,2010,http://www.frontiersin.org/licenseagreement,1.0,,,1,,,1.0
4182029,25268230.0,10.1371/journal.pone.0106122,Inside the Syntactic Box: The Neural Correlates of the Functional and Positional Level in Covert Sentence Production,PLoS One,2014,http://creativecommons.org/licenses/by/4.0/,20.0,14.0,6.0,1,20.0,,
8414999,34483863.0,10.3389/fnhum.2021.687965,Voxel-Wise Analysis of Structural and Functional MRI for Lateralization of Handedness in College Students,Front Hum Neurosci,2021,https://creativecommons.org/licenses/by/4.0/,50.0,,,1,,,50.0
3786224,24137106.0,10.3389/fnins.2013.00173,Differences in neural activation as a function of risk-taking task parameters,Front Neurosci,2013,http://creativecommons.org/licenses/by/3.0/,23.0,,,1,23.0,,
4446262,26017384.0,10.1371/journal.pone.0124388,Language Differences in the Brain Network for Reading in Naturalistic Story Reading and Lexical Decision,PLoS One,2015,http://creativecommons.org/licenses/by/4.0/,16.0,,,1,,,16.0
5595885,28900235.0,10.1038/s41598-017-11802-z,Neural correlates of ambient thermal sensation: An fMRI study,Sci Rep,2017,http://creativecommons.org/licenses/by/4.0/,31.0,15.0,16.0,1,31.0,,
5929108,29161362.0,10.1093/cercor/bhx307,"The Hierarchical Organization of the Default, Dorsal Attention and Salience Networks in Adolescents and Young Adults",Cereb Cortex,2017,http://creativecommons.org/licenses/by/4.0/,420.0,,,1,,,420.0
7425087,32821168.0,10.2147/CMAR.S253202,Altered Functional Connectivity Density in Young Survivors of Acute Lymphoblastic Leukemia Using Resting-State fMRI,Cancer Manag Res,2020,http://creativecommons.org/licenses/by-nc/3.0/,22.0,,,1,22.0,,
4638337,26550990.0,10.1371/journal.pone.0141358,Using High Spatial Resolution to Improve BOLD fMRI Detection at 3T,PLoS One,2015,http://creativecommons.org/licenses/by/4.0/,20.0,11.0,9.0,1,20.0,,
5700801,29176918.0,10.1016/j.paid.2017.04.016,The influence of transcranial alternating current stimulation (tACS) on fluid intelligence: An fMRI study,Pers Individ Dif,2017,http://creativecommons.org/licenses/by/4.0/,20.0,,,1,,,20.0
4121234,25090230.0,10.1371/journal.pone.0103991,Neural Substrate of Initiation of Cross-Modal Working Memory Retrieval,PLoS One,2014,http://creativecommons.org/licenses/by/4.0/,20.0,,,1,20.0,,
6266032,30532700.0,10.3389/fnhum.2018.00464,Modulating Effects of Contextual Emotions on the Neural Plasticity Induced by Word Learning,Front Hum Neurosci,2018,http://creativecommons.org/licenses/by/4.0/,16.0,,,1,,,16.0
